Id,Supplier,Recipient,No. ordered,No. ordered data uncertain,Designation,Description,Status,Status data uncertain,Year of order,Year of order data uncertain,Year(s) of deliveries,No. delivered,Year(s) of delivery or no. delivered data uncertain,Recipient Involvement,Comment
26517,Israel,Romania,1000,Yes,Spike-MR/LR,Anti-tank missile,New,,2005,Yes,2005 - 2010,1000,Yes,,For MLI-84M IFV; from German EuroSpike production line
16217,Israel,Romania,99,Yes,OWS-25,IFV turret,New,,1997,Yes,2005 - 2009,99,Yes,Yes,For modernization of 99 MLI-84 IFV to MLI-84M
9175,Israel,Russia,8,,I-View-150,UAV,New,,2009,,2009 - 2010,8,Yes,,$37 m deal (part of $50-53 m deal)
12729,Israel,Russia,2,,Searcher,UAV,New,,2009,,2009 - 2010,2,Yes,,$12 m deal (part of $53 m deal); Searcher-2 version
12732,Israel,Russia,10,Yes,Searcher,UAV,New,,2010,,2011 - 2011,2,Yes,,Searcher-2 version; assembled in Russia; delivery probably 2011-2013
17398,Israel,Rwanda,5,Yes,Lynx,Self-propelled MRL,New,Yes,2007,Yes,2008 - 2008,5,,,Designation uncertain
11573,Israel,Singapore,2,Yes,SPYDER-SR,Mobile SAM system,New,,2008,Yes,2011 - 2012,2,Yes,,
11699,Israel,Singapore,5,Yes,Hermes-450,UAV,New,,2005,Yes,2006 - 2007,5,Yes,,
13735,Israel,Singapore,5,Yes,Heron,UAV,New,,2010,Yes,2012 - 2012,5,Yes,,
7325,Israel,Singapore,75,Yes,Derby,BVRAAM,New,,2008,Yes,2011 - 2012,75,Yes,,For SPYDER SAM system
19365,Israel,Singapore,75,Yes,Python-5,BVRAAM,New,,2008,Yes,2011 - 2012,75,Yes,,For SPYDER SAM system
34232,Israel,Singapore,100,Yes,SPICE,Guided bomb,New,,2006,Yes,2007 - 2007,100,Yes,,
16218,Israel,Singapore,50,Yes,OWS-25,IFV turret,New,,2005,Yes,2006 - 2007,50,Yes,,For modernization of M-113 APC
13579,Israel,Singapore,4,,EL/W-2085,AEW&C system,New,,2007,,2009 - 2011,4,,,For 4 G-550 AEW aircraft (aircraft from USA fitted with Israeli AEW system)
34638,Israel,Singapore,10,,Litening,Aircraft EO system,New,,2005,Yes,2006 - 2007,10,Yes,,
34610,Israel,South Africa,10,Yes,Litening,Aircraft EO system,New,,2009,Yes,2010 - 2012,10,Yes,,For JAS-39 combat aircraft
12723,Israel,Spain,4,,Searcher,UAV,New,,2007,,2007 - 2008,4,,,EUR14 m deal; Searcher-2 version; for use in Afghanistan
26508,Israel,Spain,2630,Yes,Spike-MR/LR,Anti-tank missile,New,,2006,,2010 - 2012,1750,Yes,Yes,EUR328 m deal (incl 260 launchers; offsets incl production in Spain); Spike-LR version; delivery 2010-2014
26691,Israel,Spain,200,,Spike-ER,Anti-tank missile,New,,2007,,2009 - 2012,200,Yes,Yes,EUR44 m deal; for AS-665 combat helicopters
7253,Israel,Sri Lanka,3,Yes,Scout,UAV,New,,2006,Yes,2007 - 2007,3,Yes,,Super Scout version
25397,Israel,Sri Lanka,4,Yes,Blue Horizon,UAV,New,,2007,Yes,2007 - 2007,4,Yes,,Blue Horizon-2 version
9332,Israel,Sri Lanka,32,,Shaldag,Patrol craft,New,,1995,Yes,1996 - 2007,32,Yes,Yes,"Colombo-1, Colombo-2, Colombo-3 and Colombo-4 versions"
12020,Israel,Sri Lanka,6,,Super Dvora,Patrol craft,New,,2009,,1999 - 2011,6,,,Super Dvora Mk-3 version
34617,Israel,Sweden,14,Yes,Litening,Aircraft EO system,New,,2002,Yes,2006 - 2009,14,Yes,,Litening G-3 version; from FRG production line; for JAS-39 combat aircraft
6362,Israel,Thailand,4,Yes,Aerostar,UAV,New,,2010,Yes,2011 - 2011,4,Yes,,
13722,Israel,Turkey,10,,Heron,UAV,New,,2005,,2010 - 2010,10,Yes,,$183 m deal (offsets 30%); delivery delayed 2 years after complications with integration of Turkish systems
6356,Israel,Turkey,3,,Aerostar,UAV,New,,2007,,2008 - 2008,3,Yes,,Interim solution after delay in delivery of Heron UAV
13728,Israel,Turkey,1,Yes,Heron,UAV,New,,2007,,2007 - 2007,1,,,Lease; $10 m deal
12728,Israel,Turkey,1,,Searcher,UAV,New,,2008,,2008 - 2008,1,Yes,,Interim solution after delay in delivery of Heron UAV
26493,Israel,Turkey,468,,Navigator,APC,New,,2009,,2010 - 2012,300,Yes,Yes,Possibly $250 m deal; BMC-350-16 Kirpi version; delivery probably by 2013
6539,Israel,Turkey,170,,Sabra-3,Tank,New,,2002,Yes,2005 - 2010,170,Yes,,$688 m deal; Turkish M-60A1 tanks rebuilt to Sabra-3; Turkish designation M-60T
21562,Israel,Uganda,3,Yes,ATMOS-2000 155mm,Self-propelled gun,New,,2008,,2009 - 2009,3,,,
20443,Israel,Uganda,18,Yes,CARDOM 120mm,Self-propelled mortar,New,,2008,,2009 - 2009,18,,,
11700,Israel,United Kingdom,20,Yes,Hermes-450,UAV,New,,2007,,2007 - 2007,20,Yes,,$110 m 'Project Lydian'; for use in Iraq and Afghanistan
11709,Israel,United Kingdom,5,,Hermes-450,UAV,New,,2012,,2012 - 2012,5,,,Part of 'Project Lydian'; for use in Afghanistan
34623,Israel,United Kingdom,20,,Litening,Aircraft EO system,New,,2006,,2007 - 2008,20,Yes,,GBP56 m deal; Litening-EF version; bought via UK company; for Eurofighter (Typhoon) combat aircraft
34641,Israel,United Kingdom,7,,Litening,Aircraft EO system,New,,2006,,2006 - 2007,7,Yes,,Litening-3 version; for use on Tornado combat aircraft
17762,Israel,United States,60,,Golan,APC,New,,2007,,2007 - 2007,60,Yes,Yes,$37 m deal; part of 'MRAP-2' programme
20478,Israel,United States,453,Yes,CARDOM 120mm,Mortar,New,,2002,Yes,2002 - 2010,453,Yes,,For Stryker (Piranha-3) mortar carrier from Canada
34643,Israel,United States,250,Yes,Litening,Aircraft EO system,New,,2010,,2011 - 2012,40,Yes,Yes,Part of $2.3 b 'ATP-SE' programme; Litening-SE version; delivery 2011-2017
31540,Israel,United States,6,,EL/M-2022,MP aircraft radar,New,,2006,,2008 - 2010,6,Yes,Yes,For modernization of 6 HC-130J MP aircraft; for coast guard
33814,Israel,Unknown country,2,Yes,EL/M-2106NG,Air search radar,New,,2007,,2008 - 2008,2,Yes,,$7.5 m deal
19344,Israel,Unknown country,4,Yes,CoMPASS,EO system,New,,2007,,2010 - 2011,4,Yes,,$37 m deal; for combat and transport helicopters; option on more
17,Israel,Viet Nam,5,Yes,RAM,APV,New,,2006,Yes,2006 - 2007,5,Yes,,For police; RAM-2000 version
33,Italy,Afghanistan,18,,G-222,Transport aircraft,Refurbished,,2008,,2009 - 2012,16,Yes,,Ex-Italian; $287 m deal (bought via and financed by USA); modernized before delivery; status of last 2 uncertain
1429,Italy,Algeria,15,Yes,A-109K,Light helicopter,New,,2009,,2010 - 2011,15,Yes,,For border guard and police
1428,Italy,Australia,2,,A-109K,Light helicopter,New,,2006,Yes,2007 - 2007,2,Yes,,For civilian company for training of Australian pilots; A-109E version
30818,Italy,Austria,150,,M-65E LMV,APV,New,,2008,,2009 - 2012,130,Yes,Yes,EUR104 m deal; delivery 2009-2013
18718,Italy,Austria,2,,RAT-31DL,Air search radar,New,,2005,Yes,2007 - 2007,2,Yes,,EUR50 m ($60 m) deal
9341,Italy,"Bahamas, the",1,,P-68,Light transport ac,New,,2008,Yes,2009 - 2009,1,,,P-68C version
1420,Italy,Bangladesh,2,,A-109K,Light helicopter,New,,2010,,2011 - 2011,2,,,A-109E version
14872,Italy,Bangladesh,16,,Grifo,Combat ac radar,New,,2011,,2012 - 2012,4,,,For 16 F-7MG (F-7BGI) combat aircraft from China
30810,Italy,Belgium,440,Yes,M-65E LMV,APV,New,,2005,Yes,2007 - 2008,440,Yes,,EUR75 m deal (option on 120-180 more not used)
15689,Italy,Brazil,2044,Yes,VBTP Guarani,APC,New,,2009,,2012 - 2012,10,Yes,Yes,"BRL6 b (EUR2.5 b) deal; incl command, AFSV, ambulance, ARV and 120mm mortar carrier versions; delivery 2012-2030"
6850,Italy,Brazil,7,,RAN-20S,Air/sea search radar,New,,1995,,2001 - 2008,7,Yes,,Part of $112 m deal; for 1 Barroso frigate produced in Brazil and modernization of 6 Niteroi frigates
14863,Italy,Brazil,46,,Grifo,Combat ac radar,New,,2000,,2006 - 2012,46,Yes,,EUR60 m deal; for $285 m 'F-5BR' modernization programme of 46 F-5E combat aircraft to F-5M; Grifo-F version
18750,Italy,Brazil,13,,Orion RTN-30X,Fire control radar,New,,1995,,2001 - 2008,13,Yes,,Part of $112 m deal; for 1 Barroso frigate produced in Brazil and modernization of 6 Niteroi frigates
7838,Italy,Bulgaria,3,,C-27J Spartan,Transport aircraft,New,,2006,,2007 - 2011,3,,,EUR79 m deal (originally 5 ordered for EUR91 m but changed to 3 for financial reasons)
27850,Italy,Chile,1,,Super Rapid 76mm,Naval gun,New,Yes,2007,,2009 - 2009,1,,,For modernization of Boxer (Type-22 or Williams) frigate
6216,Italy,Chile,100,,Black Shark,AS/ASW torpedo,New,,2003,Yes,2005 - 2010,100,Yes,,For Scorpene (Hyatt) and modernized Type-209 (Thomson) submarines
22442,Italy,Cyprus,3,,AW139,Helicopter,New,,2008,,2011 - 2011,3,,,For SAR
30816,Italy,Czech Republic,4,,M-65E LMV,APV,New,,2007,,2008 - 2008,4,,,For use in Afghanistan
30819,Italy,Czech Republic,15,,M-65E LMV,APV,New,,2008,,2008 - 2008,15,,,CZK499 m ($29 m) deal; for use in Afghanistan
30820,Italy,Czech Republic,90,,M-65E LMV,APV,New,,2009,,2010 - 2012,59,Yes,,CZK3.6 b ($175 m) deal (offsets 100%); delivery 2010-2013
33346,Italy,Ecuador,3,Yes,Compact 40L70,Naval gun,New,,2007,Yes,2010 - 2011,3,Yes,,For modernization of 3 Quito FAC
22466,Italy,Egypt,2,,AW139,Helicopter,New,,2011,,2012 - 2012,2,,,$38 m deal; for SAR; from US production line
35004,Italy,Finland,10,Yes,NH-90 TTH,Helicopter,New,,2001,,2009 - 2012,7,Yes,Yes,Part of $350 m deal (for 20 NH-90 from France and Italy; $520 m incl support; offsets incl assembly in Finland)
15186,Italy,Finland,3,,Gaeta,MCM ship,New,,2006,,2012 - 2012,1,,Yes,EUR245 m deal; MCMV-2010 version; incl 1 partly produced in Finland; delivery 2012-2013
27825,Italy,France,4,,Super Rapid 76mm,Naval gun,New,,2000,Yes,2010 - 2010,4,Yes,,For 2 Horizon (Forbin) destroyers produced in France
27839,Italy,France,8,,Super Rapid 76mm,Naval gun,New,,2006,,2012 - 2012,1,,,EUR40 m deal; for 8 Aquitaine (FREMM) frigates produced in France
18753,Italy,France,2,,Orion RTN-25X,Fire control radar,New,,2000,Yes,2010 - 2010,2,Yes,,For 2 Forbin (Horizon) destroyers produced in France
18756,Italy,France,11,,Orion RTN-25X,Fire control radar,New,,2005,Yes,2012 - 2012,1,,,For 11 Aquitaine (FREMM) frigates produced in France
18720,Italy,France,2,,EMPAR,Multi-function radar,New,,2000,Yes,2009 - 2009,2,Yes,,For 2 Forbin (Horizon) destroyers produced in France
27836,Italy,Germany,5,,Super Rapid 76mm,Naval gun,New,,2001,Yes,2008 - 2011,5,Yes,,For 5 Braunschweig (K-130) frigates produced in FRG
24653,Italy,Germany,5,,127/64LW,Naval gun,New,,2007,,2012 - 2012,1,,,EUR70 m deal; for 4 F-125 frigates produced in FRG and 1 for training; delivery 2012-2018
18717,Italy,Germany,2,,RAT-31DL,Air search radar,New,,2005,,2007 - 2007,2,,,RAT-31DL/M version
7830,Italy,Greece,8,,C-27J Spartan,Transport aircraft,New,,2003,,2004 - 2007,8,,Yes,Originally 12 ordered but 4 cancelled for financial reasons (offsets 360% incl production of components in Greece)
27857,Italy,Greece,2,,Super Rapid 76mm,Naval gun,New,,2003,,2010 - 2012,2,Yes,,For 5 Super Vita (Roussen) FAC from UK
32370,Italy,Greece,6,Yes,X-TAR,Air search radar,New,,2005,Yes,2007 - 2008,6,Yes,,EUR15 m deal; for use with Skyguard (Velos) SAM system
18714,Italy,Hungary,3,,RAT-31DL,Air search radar,New,,2002,,2005 - 2007,3,Yes,,Part 'NATO ACCS' programme; for NATO 'NADGE' air surveillance network
27817,Italy,India,3,,Super Rapid 76mm,Naval gun,New,,2001,Yes,2010 - 2012,3,,,For 3 Shivalik (Project-17) frigates produced in India
27833,Italy,India,4,Yes,Super Rapid 76mm,Naval gun,New,,2003,Yes,2012 - 2012,1,Yes,Yes,For 4 Kamorta (Project-28) frigates produced in India
13341,Italy,India,125,Yes,A244 324mm,ASW torpedo,New,,1993,Yes,2000 - 2007,125,Yes,,For Brahmaputra (Project-16A) and Shivalik (Project-17) frigates; possibly produced in India as NST-58
7661,Italy,India,6,,TMX,Fire control radar,New,,2001,Yes,2010 - 2012,6,,Yes,For 3 Shivalik (Project-17) frigates produced in India; Indian designation Shikari
17632,Italy,India,1,,Deepak,Support ship,New,,2008,,2011 - 2011,1,,,EUR139 m or EUR200 m deal
17633,Italy,India,1,,Deepak,Support ship,New,,2009,,2011 - 2011,1,,,
27841,Italy,Indonesia,2,,Super Rapid 76mm,Naval gun,New,,2004,,2007 - 2007,2,,,For 2 SIGMA-90 frigates from Netherlands
27842,Italy,Indonesia,2,,Super Rapid 76mm,Naval gun,New,,2005,,2008 - 2009,2,,,For 2 SIGMA-90 frigates from Netherlands
13364,Italy,Indonesia,40,Yes,A244 324mm,ASW torpedo,New,,2004,Yes,2007 - 2007,40,Yes,,For SIGMA-90 frigates
13363,Italy,Indonesia,12,Yes,A244 324mm,ASW torpedo,New,,2006,,2008 - 2009,12,Yes,,For SIGMA-90 frigates
6658,Italy,Iraq,4,,Diciotti,Patrol craft,New,,2006,,2009 - 2009,4,,,EUR80 m deal
22447,Italy,Ireland,4,,AW139,Helicopter,New,,2004,,2006 - 2007,4,,,EUR49 m deal; delivery 2006-2007
22451,Italy,Ireland,2,,AW139,Helicopter,New,,2006,,2008 - 2008,2,,,EUR26 m deal
27815,Italy,"Korea, South",9,Yes,Super Rapid 76mm,Naval gun,New,,2005,Yes,2008 - 2012,7,Yes,,For 9 Gumdoksuri (PKX or PKG) FAC produced in South Korea
8344,Italy,Kuwait,250,Yes,Aspide-2000,SAM,New,,2007,,2008 - 2012,200,Yes,,Part of $65 m deal; for Skyguard AD systems
1427,Italy,Latvia,2,,A-109K,Light helicopter,New,,2006,,2007 - 2007,2,,,For border guard
1426,Italy,Libya,10,,A-109K,Light helicopter,New,,2005,Yes,2006 - 2010,10,Yes,,EUR80 m deal; for border patrol
32617,Italy,Libya,6,,Bigliani,Patrol craft,SecondHand,,2009,,2009 - 2009,6,,,Ex-Italian; aid; for coast guard
7837,Italy,Lithuania,3,,C-27J Spartan,Transport aircraft,New,,2006,,2006 - 2009,3,,,EUR75 m ($94 m) deal
16175,Italy,Malaysia,8,,MB-339C,Trainer/combat ac,New,,2006,,2009 - 2009,8,,,EUR89 m deal; MB-339CM version
27820,Italy,Malaysia,6,,Super Rapid 76mm,Naval gun,New,,2000,Yes,2006 - 2010,6,Yes,,For 6 MEKO-A100 (Kedah) frigates from FRG
6217,Italy,Malaysia,30,Yes,Black Shark,AS/ASW torpedo,New,,2002,,2009 - 2009,30,Yes,,For Scorpene submarines
7660,Italy,Malaysia,6,,TMX,Fire control radar,New,,2000,Yes,2006 - 2010,6,Yes,,For 6 MEKO-A100 (Kedah) frigates from FRG
7841,Italy,Mexico,4,,C-27J Spartan,Transport aircraft,New,,2011,,2011 - 2012,4,Yes,,$163-200 m deal
12518,Italy,Mexico,4,,Compact 76mm,Naval gun,New,,2001,Yes,2003 - 2011,4,,,For 4 Oaxaca OPV produced in Mexico
18754,Italy,Mexico,4,,Orion RTN-25X,Fire control radar,New,,2001,Yes,2003 - 2011,4,,,For 4 Oaxaca OPV produced in Mexico
7840,Italy,Morocco,4,,C-27J Spartan,Transport aircraft,New,,2008,,2010 - 2011,4,Yes,,EUR130 m deal
27843,Italy,Morocco,8,Yes,Super Rapid 76mm,Naval gun,New,,2008,,2011 - 2012,4,Yes,,For 3 SIGMA frigates from Netherlands and probably for 1 FREMM frigate and 4 OPV-70 OPV from France
12591,Italy,Myanmar,2,,Compact 76mm,Naval gun,New,,2006,Yes,2011 - 2011,1,,,For 2 Aung Zeya frigates from China; supplier uncertain
14868,Italy,Namibia,12,Yes,Grifo,Combat ac radar,New,,2006,Yes,2006 - 2007,12,Yes,,For 12 F-7NM combat aircraft from China; Grifo-MG version
1419,Italy,New Zealand,5,,A-109K,Light helicopter,New,,2008,,2011 - 2012,5,Yes,,NZD139 m ($107 m) 'Project Warrior'; mainly for training
1432,Italy,New Zealand,3,,A-109K,Light helicopter,New,,2010,,2012 - 2012,3,,,AW-109E version
22455,Italy,Nigeria,12,Yes,AW139,Helicopter,New,,2006,,2006 - 2009,3,,,
1431,Italy,Nigeria,12,,A-109K,Light helicopter,New,,2009,Yes,2010 - 2011,4,Yes,,A-109LUH version; from South African production line
66183,Italy,Nigeria,2,,ATR-42MP,MP aircraft,New,,2007,,2009 - 2010,2,,,$73 m deal
31,Italy,Nigeria,1,,G-222,Transport aircraft,Refurbished,,2005,,2007 - 2007,1,,,Ex-Italian; part of EUR60 m deal; modernized before delivery
1982,Italy,Nigeria,11,Yes,Palmaria 155mm,Self-propelled gun,New,Yes,1999,Yes,2001 - 2007,11,,,$31 m deal (part of $67 m deal); delivery delayed for financial reasons
12416,Italy,Nigeria,4,,PW-100,Turboprop/turboshaft,New,,2007,,2009 - 2010,4,,,For 2 ATR-42MP MP aircraft from Italy; PW-127 version
34080,Italy,Norway,6,,NH-90 NFH,ASW helicopter,New,,2001,,2011 - 2012,2,,Yes,Part of $425 m deal (offsets incl production of components in Norway)
34991,Italy,Norway,8,,NH-90 TTH,Helicopter,New,,2001,,2011 - 2011,1,,Yes,Part of $425 m deal (offsets incl production of components in Norway); for coast guard; for SAR; option on 10 more
30815,Italy,Norway,25,,M-65E LMV,APV,New,,2006,,2006 - 2007,25,,,EUR8 m deal
30812,Italy,Norway,35,,M-65E LMV,APV,New,,2008,,2008 - 2008,35,,,For use in Afganistan
30813,Italy,Norway,47,Yes,M-65E LMV,APV,New,,2008,,2008 - 2010,47,Yes,,For use in Afghanistan
27824,Italy,Norway,11,,Super Rapid 76mm,Naval gun,New,,2000,Yes,2006 - 2012,10,Yes,,For 5 Nansen frigates from Spain and 6 Skjold FAC produced in Norway
14030,Italy,Oman,6,Yes,Centauro,Armoured car,New,,2008,,2010 - 2010,6,Yes,,Version with 120mm gun
14031,Italy,Oman,3,,Centauro,Armoured car,New,,2009,,2011 - 2011,3,Yes,,Version with 120mm gun
15009,Italy,Pakistan,10,Yes,Spada-2000,SAM system,New,,2007,,2010 - 2012,8,Yes,,EUR415 m deal; Spada-2000 Plus version; delivery 2010-2013
10116,Italy,Pakistan,25,Yes,Falco,UAV,New,,2006,,2008 - 2009,25,Yes,,Incl assembly in Pakistan
10118,Italy,Pakistan,25,Yes,Falco,UAV,New,,2009,,2010 - 2011,25,Yes,Yes,Including production of components and assembly in Pakistan
30829,Italy,Pakistan,45,Yes,M-65E LMV,APV,New,,2009,Yes,2010 - 2010,45,,,
8345,Italy,Pakistan,200,,Aspide-2000,SAM,New,,2007,,2010 - 2012,150,Yes,,Part of EUR415 m deal for Spada-2000 SAM systems
32460,Italy,Panama,19,Yes,Argos-73,Air/sea search radar,New,,2010,,2012 - 2012,19,Yes,,Designation uncertain (reported as coastal radar)
3929,Italy,Peru,2,,Lupo,Frigate,Refurbished,,2005,,2006 - 2007,2,,,Ex-Italian; modernized before delivery
32564,Italy,"Philippines, the",18,,SF-260,Trainer aircraft,New,,2008,,2010 - 2011,18,,Yes,$13 m deal (incl production of components and assembly in Philippines); SF-260F/PAF version
16592,Italy,Poland,313,,HITFIST,IFV turret,New,,2003,,2004 - 2012,208,Yes,Yes,$308 m deal (offsets $525 m incl production of 241 in Poland); for 313 AMV IFV from Finland
18713,Italy,Poland,3,,RAT-31DL,Air search radar,New,,2002,Yes,2006 - 2007,3,Yes,,$38 or $90 m deal (financed by NATO as part of 'NATO ACCS' programme); for NATO 'NADGE' air surveillance network
6218,Italy,Portugal,40,Yes,Black Shark,AS/ASW torpedo,New,,2005,,2010 - 2010,40,Yes,,EUR47 m ($62 m) deal (incl offsets); for Type-214 (Type-209PN) submarines
22448,Italy,Qatar,16,,AW139,Helicopter,New,,2008,,2009 - 2012,16,Yes,,EUR260 m deal (incl 2 more for government VIP transport)
7836,Italy,Romania,7,,C-27J Spartan,Transport aircraft,New,,2007,,2010 - 2012,7,,,EUR220 m deal
30828,Italy,Russia,60,Yes,M-65E LMV,APV,New,,2011,,2012 - 2012,57,,,Assembled from kits in Russia
32373,Italy,Saudi Arabia,9,Yes,X-TAR,Air search radar,New,,2004,Yes,2008 - 2010,9,Yes,,EUR25 m deal
14718,Italy,Singapore,12,,M-346,Trainer/combat ac,New,,2010,,2012 - 2012,3,Yes,,EUR250 m deal (part of $411 m 'AJT' deal); based in France; delivery 2012-2013
27816,Italy,Singapore,6,,Super Rapid 76mm,Naval gun,New,,2000,Yes,2007 - 2009,6,,,For 6 La Fayette (Formidable) frigates from France
6219,Italy,Singapore,50,Yes,Black Shark,AS/ASW torpedo,New,,2007,Yes,2011 - 2012,50,Yes,,For Västergotland submarines
13365,Italy,Singapore,100,Yes,A244 324mm,ASW torpedo,New,,2000,Yes,2007 - 2009,100,Yes,,For Lafayette (Formidable) frigates
1413,Italy,South Africa,30,,A-109K,Light helicopter,New,,1999,,2005 - 2009,30,Yes,Yes,$240-254 m deal (offsets $977 m incl $191 m for arms industry; incl assembly of 25 in South Africa and production of A-109 and A-119 in South Africa for export); A-109LUH version; option on 10 more not used
35044,Italy,Spain,4,,VBM Freccia,APC,New,,2007,,2011 - 2011,4,,,ARV version
30814,Italy,Spain,40,,M-65E LMV,APV,New,,2007,,2008 - 2008,40,,,Spanish designation Lince
30817,Italy,Spain,80,,M-65E LMV,APV,New,,2008,,2008 - 2008,80,,,EUR25 m deal; Spanish designation Lince
30823,Italy,Spain,15,,M-65E LMV,APV,New,,2009,,2010 - 2010,15,,,EUR4.5 m deal; Spanish designation Lince
30824,Italy,Spain,50,,M-65E LMV,APV,New,,2010,,2010 - 2011,50,Yes,,EUR16 m deal; Spanish designation Lince
14029,Italy,Spain,62,,Centauro,Armoured car,New,,2002,,2004 - 2007,62,,Yes,EUR219 m ($185 m) deal (offsets incl production of components and assembly in Spain); Spanish designation VRC-105
32372,Italy,Spain,12,Yes,X-TAR,Air search radar,New,,2004,Yes,2006 - 2008,12,Yes,,EUR71 m deal
26506,Italy,Spain,5,,RAN-12L/X,Air/sea search radar,New,,1996,Yes,2002 - 2012,5,,,For 5 De Bazan (F-100) frigates produced in Spain
1417,Italy,Sweden,20,,A-109K,Light helicopter,New,,2001,,2006 - 2009,20,Yes,,SEK1.4 b ($180 m) deal (incl components made in South Africa as offsets for South African order for JAS-39 combat aircraft); A-109LUH (A-109M) version; Swedish designation Hkp-15; 2 more on loan from 2002 for training
27828,Italy,Thailand,1,,Super Rapid 76mm,Naval gun,New,,2008,Yes,2012 - 2012,1,,,For 1 Endurance landing ship from Singapore
12947,Italy,Turkey,5,,Bell-412,Helicopter,New,,2005,,2008 - 2008,5,Yes,,AB-412EP version; for coast guard
33345,Italy,Turkey,4,,Compact 40L70,Naval gun,New,,2000,Yes,2005 - 2008,4,,,For 4 Kilic FAC from FRG
12571,Italy,Turkey,4,,Compact 76mm,Naval gun,New,,2000,Yes,2005 - 2008,4,,,For 4 Kilic FAC from FRG
33360,Italy,Turkey,2,,Compact 40L70,Naval gun,New,,2004,Yes,2009 - 2010,2,,,For 2 Kilic FAC from FRG
12569,Italy,Turkey,2,,Compact 76mm,Naval gun,New,,2004,Yes,2009 - 2010,2,,,For 2 Kilic FAC from FRG
27829,Italy,Turkey,12,Yes,Super Rapid 76mm,Naval gun,New,,2005,Yes,2011 - 2011,1,,,For 12 Heybeliada (MilGem) frigates produced in Turkey
33355,Italy,Turkey,16,,Compact 40L70,Naval gun,New,,2007,,2011 - 2012,8,Yes,,EUR54 m deal; for 16 YTBK patrol craft produced in Turkey
25337,Italy,Turkey,4,,Comandante,OPV,New,,2007,,2012 - 2012,4,Yes,Yes,EUR353 m deal; Turkish designation Dost; for coast guard
22464,Italy,Turkmenistan,4,Yes,AW139,Helicopter,New,,2010,,2011 - 2011,4,Yes,,Not incl 1 more for government VIP transport
33367,Italy,Turkmenistan,2,,Compact 40L70,Naval gun,New,,2010,,2012 - 2012,1,Yes,,For 2 YTBK patrol craft from Turkey
22449,Italy,United Arab Emirates,6,,AW139,Helicopter,New,,2005,,2007 - 2007,6,Yes,,$83-84 m deal; incl 6 for SAR; 2 more for VIP transport
27819,Italy,United Arab Emirates,6,,Super Rapid 76mm,Naval gun,New,,2003,Yes,2011 - 2012,2,Yes,,For 6 Baynunah corvettes from France
